Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
144825:7	think	the drugs play a tremendous part in, uh, the theft and the, the violence that we see --n402596	and i think the drugs play a tremendous part in, uh, the theft and the, the violence that we see --n402596.		i	sw3801_s66_3	sw3801_s66_503
144827:5	think	you're right, uh, although i think that may be an excuse for people, too	i think you're right, uh, although i think that may be an excuse for people, too.		i	sw3801_s67_2	sw3801_s67_503
144827:34	think	that may be an excuse for people	i think you're right, uh, although i think that may be an excuse for people, too.		i	sw3801_s67_12	sw3801_s67_513
144848:12	think	people	and i think people, uh, i think when you have haves and have nots --n4029f0, you're always going --n402a0b to find people that --n402a22 are too lazy --n402a35 to figure a way to earn money --n402a60 and find it --n402a77's easier --n402a86 if you can get a gun to go out and hold something up than it --n402acd is to figure out a way to legitimately earn the money --n402b10.		i	sw3801_s75_4	sw3801_s75_506
144848:34	think	when you have haves and have nots --n4029f0, you're always going --n402a0b to find people that --n402a22 are too lazy --n402a35 to figure a way to earn money --n402a60 and find it --n402a77's easier --n402a86 if you can get a gun to go out and hold something up than it --n402acd is to figure out a way to legitimately earn the money --n402b10	and i think people, uh, i think when you have haves and have nots --n4029f0, you're always going --n402a0b to find people that --n402a22 are too lazy --n402a35 to figure a way to earn money --n402a60 and find it --n402a77's easier --n402a86 if you can get a gun to go out and hold something up than it --n402acd is to figure out a way to legitimately earn the money --n402b10.		i	sw3801_s75_12	sw3801_s75_513
144872:5	think	i do	i think i do.		i	sw3801_s85_2	sw3801_s85_503
144903:14	know	that they can earn several hundred dollars in a day where, uh, you know, --n40374e running for, uh, drug dealers if	and, uh, they know that they can earn several hundred dollars in a day where, uh, you know, --n40374e running for, uh, drug dealers if,		they	sw3801_s98_6	sw3801_s98_504
144915:10	think	i'd go to work without a bulletproof vest on myself mumblex	i don't think i'd go to work without a bulletproof vest on myself mumblex.	negation	i	sw3801_s104_4	sw3801_s104_504
144948:14	think	that that is, you know, very significant that the percentage of the work force today consists of such a high percent of women	and, uh, i think that that is, you know, very significant that the percentage of the work force today consists of such a high percent of women.		i	sw3809_s8_6	sw3809_s8_504
144951:42	think	--n4005f6	you know, where i've noticed it more --n4005df, i think --n4005f6, is,		i	sw3809_s10_13	sw3809_s10_518
144954:7	know	just especially in the last, oh, ten years and really since, in the last half of dozen years i see more and more women traveling	and i know just especially in the last, oh, ten years and really since, in the last half of dozen years i see more and more women traveling.		i	sw3809_s13_3	sw3809_s13_503
144978:38	think	that's a change	so that, that's a, i think that's a change		i	sw3809_s30_14	sw3809_s30_515
144979:7	think	that's a change you're going --n4014c1 to be seeing more of --n4014dc in the, in the future, people having that kind of attitude that the father's going --n40152b to take more active role in child rearing	and i think that's a change you're going --n4014c1 to be seeing more of --n4014dc in the, in the future, people having that kind of attitude that the father's going --n40152b to take more active role in child rearing.		i	sw3809_s31_3	sw3809_s31_503
144994:25	think	--n401d03	that, that i think --n401d03 should change, will change in the near future also.		i	sw3809_s40_8	sw3809_s40_511
145035:7	think	if, in the future it's even going --n402b93 to be, uh, more noticeable and more significant	and i think if, in the future it's even going --n402b93 to be, uh, more noticeable and more significant.		i	sw3809_s66_3	sw3809_s66_503
145039:20	think	it will be	i, i think it will be.		i	sw3809_s69_7	sw3809_s69_508
145196:26	think	--n401595	well, that's a good experience, i think --n401595,		i	sw3811_s43_10	sw3811_s43_508
145243:30	think	--n402242 it's very good for the child	i th-, if it's good, i think --n402242 it's very good for the child.	conditional	i	sw3811_s68_12	sw3811_s68_512
145247:28	think	--n402373 it's very good	and if it's, a loving environment, i think --n402373 it's very good	conditional	i	sw3811_s70_11	sw3811_s70_508
145286:5	know	it's, it's a real hard thing to do --n402f02, even for people in, in, uh, university communities	i know it's, it's a real hard thing to do --n402f02, even for people in, in, uh, university communities.		i	sw3811_s91_2	sw3811_s91_503
145302:7	think	this is b-, really is buyer beware	and i think this is b-, really is buyer beware.		i	sw3811_s99_3	sw3811_s99_503
145314:5	think	that, uh, my own interest in, in development, human development leads me to believe that that's a good sign and that, uh, private enterprise is the way to go --n40391e and that it will lead to a fundamental change in the way we learn --n403961	i think that, uh, my own interest in, in development, human development leads me to believe that that's a good sign and that, uh, private enterprise is the way to go --n40391e and that it will lead to a fundamental change in the way we learn --n403961.		i	sw3811_s105_2	sw3811_s105_503
145314:75	believe	that that's a good sign and that, uh, private enterprise is the way to go --n40391e and that it will lead to a fundamental change in the way we learn --n403961	i think that, uh, my own interest in, in development, human development leads me to believe that that's a good sign and that, uh, private enterprise is the way to go --n40391e and that it will lead to a fundamental change in the way we learn --n403961.		me	sw3811_s105_26	sw3811_s105_525
145324:10	think	what we're going --n403c18 to go to --n403c2b is much more commercial entrepreneurial learning ventures in the market	because, i think what we're going --n403c18 to go to --n403c2b is much more commercial entrepreneurial learning ventures in the market.		i	sw3811_s109_4	sw3811_s109_504
145371:10	realized	that they were, they were abusing them and weren't going --n400aeb to get out of the hole	and finally they realized that they were, they were abusing them and weren't going --n400aeb to get out of the hole		they	sw3821_s19_4	sw3821_s19_504
145881:5	think	today the thing that i, uh, would appreciate --n401a89 the most	i think today the thing that i, uh, would appreciate --n401a89 the most,		i	sw3830_s68_2	sw3830_s68_503
145900:28	think	that's probably one of the biggest benefits to ha-, you need --n40204b to have --n40205a	and the way medical expenses are --n401ffc i think that's probably one of the biggest benefits to ha-, you need --n40204b to have --n40205a.		i	sw3830_s79_10	sw3830_s79_511
145980:23	believe	they have done this to themselves, in a way	i, i really believe they have done this to themselves, in a way, because of the unions being so stocked.		i	sw3830_s125_8	sw3830_s125_509
146017:7	think	there's a case, where benefits have gotten	but i think there's a case, where benefits have gotten,		i	sw3830_s145_3	sw3830_s145_503
146057:10	know	anyone ever moved from california to kan-, iowa	i didn't know anyone ever moved from california to kan-, iowa.	negation	i	sw3838_s7_4	sw3838_s7_504
146189:5	think	when babies	i think when babies,		i	sw3838_s90_2	sw3838_s90_503
146190:5	think	afghans and, and the crocheted little sweaters, and, are, are wonderful	i think afghans and, and the crocheted little sweaters, and, are, are wonderful.		i	sw3838_s91_2	sw3838_s91_503
146234:7	think	you're very clever --n403b50 to, um, sew around the edges	but i think you're very clever --n403b50 to, um, sew around the edges.		i	sw3838_s121_3	sw3838_s121_503
146235:5	think	gluing alone, certainly if you wash it any amount of time, it tends --n403c59 to kind of come loose at the edges	i think gluing alone, certainly if you wash it any amount of time, it tends --n403c59 to kind of come loose at the edges.		i	sw3838_s122_2	sw3838_s122_503
146342:23	thinks	the newer ones is like a soap opera and the other one isn't or something	because he, he thinks the newer ones is like a soap opera and the other one isn't or something,		he	sw3850_s62_8	sw3850_s62_509
146371:40	know	he's getting onto them	i mean he doesn't even try --n401e86 to let the person know he's getting onto them.		the person	sw3850_s81_13	sw3850_s81_516
146521:15	think	that uh, any of my relatives would really like --n40069c to go there	well, i don't think that uh, any of my relatives would really like --n40069c to go there.	negation	i	sw3862_s25_6	sw3862_s25_505
146544:8	think	that there are some significant kinds of things to to look for --n401193 --n40119a, you know, if you are faced --n4011c1 with placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that --n40122c is offered --n40123b and such	i do think that there are some significant kinds of things to to look for --n401193 --n40119a, you know, if you are faced --n4011c1 with placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that --n40122c is offered --n40123b and such		i	sw3862_s37_3	sw3862_s37_504
146556:14	know	that the cheerful pleasant people who --n40171b treat her kindly make all the difference in the world in how she feels --n40175a about, uh, her situation	and, uh, i know that the cheerful pleasant people who --n40171b treat her kindly make all the difference in the world in how she feels --n40175a about, uh, her situation.		i	sw3862_s43_6	sw3862_s43_504
146594:5	think	it would matter too, uh, kinds of, uh, disabilities that the nursing home accepts --n402420	i think it would matter too, uh, kinds of, uh, disabilities that the nursing home accepts --n402420. because there are some, uh, who --n40244b poor things, you know, don't have, uh, any real grasp on reality any longer.		i	sw3862_s65_2	sw3862_s65_503
146606:23	think	--n4027d1	and that would be very difficult i think --n4027d1 for an adult who --n4027ec wasn't in that situation to to have --n402813 to deal with --n402826 on a daily basis.	conditional	i	sw3862_s71_8	sw3862_s71_509
146642:13	think	that we need --n4000d7 to start --n4000e6 recycling	well, i definitely think that we need --n4000d7 to start --n4000e6 recycling.		i	sw3876_s3_5	sw3876_s3_505
146643:5	think	it has got --n40019d to be an individual responsibility until	i think it has got --n40019d to be an individual responsibility until,		i	sw3876_s4_2	sw3876_s4_503
146644:5	think	if we wait --n400260, uh, which --n400277 is happening until somebody says we have --n40029e to do it it is going --n4002bd to be to late	i think if we wait --n400260, uh, which --n400277 is happening until somebody says we have --n40029e to do it it is going --n4002bd to be to late.		i	sw3876_s5_2	sw3876_s5_503
