Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
174565:5	think	florida still uses electric chair	i think florida still uses electric chair.		i	sw4801_s30_2	sw4801_s30_503	0.218499999999999	1	0	0.118749999999999	17	5	15	2.91975	3.0385					
174575:10	think	that's right	i don't think that's right.	negation	i	sw4801_s36_4	sw4801_s36_504	0.160000000000011	1	0	0	21	3	21	3.14624999999999	3.14624999999999					
174580:5	think	crime rates deterred --n400f54 a little bit by using it	i think crime rates deterred --n400f54 a little bit by using it		i	sw4801_s39_2	sw4801_s39_503	0.310625000000002	1	0	0	22	2	14	2.816875	3.00687499999999					
174623:13	sense	that people are just laughing at the system, you know. because they figure well, you know, sure i, i get thirty or forty years for maybe rape or something	and you can almost sense that people are just laughing at the system, you know. because they figure well, you know, sure i, i get thirty or forty years for maybe rape or something.		you	sw4801_s68_5	sw4801_s68_505	0.299999999999983	1	0	0	40	6	17	3.30812499999999	3.30812499999999					
174642:5	think	that may solve a lot of that	i think that may solve a lot of that.		i	sw4801_s79_2	sw4801_s79_503	0.189999999999998	1	0	0	51	5	18	3.12062499999999	3.25999999999999					
174650:34	think	the repeal system for the death penalty is a little, little too lenient	i, yeah i tend --n4028c3 to think the repeal system for the death penalty is a little, little too lenient.		--n4028c3	sw4801_s84_11	sw4801_s84_514	0.260000000000019	1	0	0	37	5	20	3.9545	3.9545					
174690:41	think	--n403177 --n40317e there's been a lot	and, and in florida in the last few years, i think --n403177 --n40317e there's been a lot.		i	sw4801_s109_16	sw4801_s109_511	0.259999999999991	1	0	0	67	2	4	1.001375	1.001375					
174700:9	think	it	so, i think it,		i	sw4801_s116_4	sw4801_s116_503	0.22999999999999	1	0	0	50	3	7	1.10749999999999	1.22749999999999					
174701:25	think	--n403598	the forty-sixth in the last twenty-five years i think --n403598 is what		i	sw4801_s117_9	sw4801_s117_509	0.219999999999999	1	0	0	53	3	5	1.18275	1.18275					
174756:9	think	about the only one is, uh, rape	so, i think about the only one is, uh, rape,		i	sw4801_s152_4	sw4801_s152_503	0.230000000000018	1	0	0	71	3	11	2.12	2.12					
174770:5	think	that's pretty standard	i think that's pretty standard.		i	sw4812_s8_2	sw4812_s8_503	0.13175	1	0	0	12	2	15	2.452875	2.452875					
174772:10	think	it's important to insure the quality and, and, uh, i don't know, almost the goodness of character. you know that kind of thing	uh, i think it's important to insure the quality and, and, uh, i don't know, almost the goodness of character. you know that kind of thing.		i	sw4812_s10_4	sw4812_s10_504	0.112375	1	0	0	14	2	14	2.0715	2.0715					
174819:29	know	they didn't catch that	and, uh, uh, you know, i know they didn't catch that		i	sw4812_s37_11	sw4812_s37_509	0.160000000000011	1	0	0	39	5	18	3.08312499999998	3.20124999999999					
174960:76	think	it would be easy to correct --n4003ae	and, uh, there's a lot of things that i see --n400354 that --n40035f are so obviously wrong. that you would think it would be easy to correct --n4003ae.		you	sw4826_s9_25	sw4826_s9_528	0.25	1	0	0	10	4	12	2.35762500000001	2.54975					
175008:12	know	that in some	but i know that in some, i know in a lot of rural areas they're not that good.		i	sw4826_s36_4	sw4826_s36_506	0.310000000000002	1	0	0	25	3	6	1.53025	1.53025					
175008:33	know	in a lot of rural areas they're not that good	but i know that in some, i know in a lot of rural areas they're not that good.		i	sw4826_s36_11	sw4826_s36_513	0.209999999999994	1	0	0	26	2	15	2.53475	2.53475					
175040:11	think	--n40177d's wrong to cause that	what do you think --n40177d's wrong to cause that.	question	you	sw4826_s56_4	sw4826_s56_505	0.280000000000001	1	0	0	34	4	5	0.881375000000006	0.881375000000006					
175059:24	think	that they have the authority to command the attention of the children	but more than that, i don't think that they have the authority to command the attention of the children.	negation	i	sw4826_s66_9	sw4826_s66_508	0.346000000000004	1	0.275000000000006	0	50	1	20	3.92449999999999	4.2295					
175111:27	admit	that teachers have --n402ec4 to slow things down for people who --n402ee7 don't understand, especially if there's not a very well developed special education program at the school	teachers, you have --n402ea9 to admit that teachers have --n402ec4 to slow things down for people who --n402ee7 don't understand, especially if there's not a very well developed special education program at the school.		--n402ea9	sw4826_s99_9	sw4826_s99_511	0.409999999999997	2	0	0	53	4	21	4.83462500000002	4.83462500000002					
175147:20	believe	i was too	i, i believe i was too.		i	sw4826_s120_7	sw4826_s120_508	0.287249999999972	2	0	0	82	4	8	1.63462500000003	1.63462500000003					
175154:78	think	--n403b7c	with all this, don't hurt the kids and don't abuse their rights, you've also taken something away from the discipline, i think --n403b7c.		i	sw4826_s124_29	sw4826_s124_523	0.419249999999977	1	0	7.66025000000002	72	2	2	0.569000000000017	0.569000000000017					
175182:5	think	that the trial by jury --n4003c5 is better, uh, you know, than e-, having a unanimous decision rather than to have one person be responsible	i think that the trial by jury --n4003c5 is better, uh, you know, than e-, having a unanimous decision rather than to have one person be responsible.		i	sw4830_s8_2	sw4830_s8_503	0.238625000000001	1	0	0	6	2	8	1.77675	1.77675	1	na	na	weak	plain
175183:10	think	that they could be objective in every case, every time	i don't think that they could be objective in every case, every time.	negation	i	sw4830_s9_4	sw4830_s9_504	0.23	1	0	0	10	3	7	1.41125	1.41125	1	na	na	full	plain
175208:23	think	that, uh, we spend a lot of time, uh, --n400f71 going through appeal after appeal after appeal after appeal	i, i really think that, uh, we spend a lot of time, uh, --n400f71 going through appeal after appeal after appeal after appeal,		i	sw4830_s24_8	sw4830_s24_509	0.359999999999999	1	0	0	19	3	4	1.218125	1.218125	1	na	na	none	none
175228:20	think	this is a little ridiculous	i, i think this is a little ridiculous.		i	sw4830_s34_7	sw4830_s34_508	0.25	1	0	0	28	6	11	1.98312500000002	2.17150000000001	1	na	na	none	none
175232:5	think	the only people who --n4016ad benefit from that are the lawyers	i think the only people who --n4016ad benefit from that are the lawyers.		i	sw4830_s36_2	sw4830_s36_503	0.213499999999996	1	0	0	30	2	8	1.32837499999999	1.32837499999999	1	na	na	full	plain
175238:7	think	that the lawyers have caused a lot of the problems tha-, that --n4018ce exist in the s-, in the criminal system today. with plea bargaining	and i think that the lawyers have caused a lot of the problems tha-, that --n4018ce exist in the s-, in the criminal system today. with plea bargaining.		i	sw4830_s40_3	sw4830_s40_503	0.219999999999999	1	0	0	32	8	20	4.328625	4.328625	1	na	na	full	plain
175253:7	think	a lot of, all of the whole criminal system is messed --n401ddc up in, in that regard	but i think a lot of, all of the whole criminal system is messed --n401ddc up in, in that regard.		i	sw4830_s49_3	sw4830_s49_503	0.25	1	0	0	37	10	22	4.09262499999998	4.58487499999998	1	na	na	weak	plain
175264:9	think	that the reason they are full --n4022ae is because they know that they can get away with it	but, i think that the reason they are full --n4022ae is because they know that they can get away with it.		i	sw4830_s56_4	sw4830_s56_503	0.379999999999995	1	0	0	46	2	9	1.99099999999999	2.05099999999999	1	na	na	full	nuclear
175264:48	know	that they can get away with it	but, i think that the reason they are full --n4022ae is because they know that they can get away with it.		they	sw4830_s56_16	sw4830_s56_519	0.22999999999999	1	0	0	47	5	13	2.28625	2.33624999999998	1	na	na	full	nuclear
175273:27	think	they should	and, uh i, i think they should.		i	sw4830_s61_10	sw4830_s61_509	0.300000000000011	1	0	0	51	3	5	1.14150000000001	1.14150000000001	1	na	na	full	plain
175277:22	think	if a person is guilty of --n402722 taking someone's life and like you say, it's, it's, there's no doubt whatsoever. like drunk drivers that --n402799 kill people	i, and i think if a person is guilty of --n402722 taking someone's life and like you say, it's, it's, there's no doubt whatsoever. like drunk drivers that --n402799 kill people		i	sw4830_s63_8	sw4830_s63_508	0.230000000000018	1	0	0	52	4	17	3.19749999999999	3.32749999999999	1	na	na	none	none
175283:23	think	that that's, they've, they've taken a life	i, i just think that that's, they've, they've taken a life		i	sw4830_s67_8	sw4830_s67_509	0.219999999999999	1	0	0	57	10	12	3.06	3.06	1	na	na	full	plain
175350:27	think	people should have a trial is they're caught --n40408d --n404094 dead to rights like	well, w-, do you think people should have a trial is they're caught --n40408d --n404094 dead to rights like,	question	you	sw4830_s106_10	sw4830_s106_509	0.240000000000009	1	0	0	78	5	18	4.00999999999999	4.00999999999999	1	na	na	none	none
175382:22	think	the biggest benefit or the biggest benefit other than wages that, that, uh, that anybody could get --n4003ff in, in dealing with a large company is to be in a situation where you, you get --n400466 to know what --n400479's going on --n40048c	and i, i think the biggest benefit or the biggest benefit other than wages that, that, uh, that anybody could get --n4003ff in, in dealing with a large company is to be in a situation where you, you get --n400466 to know what --n400479's going on --n40048c.		i	sw4831_s4_8	sw4831_s4_508	0.18	1	0	0	6	8	30	5.7075	5.87325					
175400:19	know	we've got changes made --n40127c	and all of a sudden we know we've got changes made --n40127c.		we	sw4831_s17_7	sw4831_s17_507	0.140000000000001	1	0	0	14	33	39	5.381625	5.438125					
175408:7	think	i can be a better and more effective employee if, if i had a little bit more information along that line	and i think i can be a better and more effective employee if, if i had a little bit more information along that line.		i	sw4831_s25_3	sw4831_s25_503	0.207875000000001	1	0	0	22	3	17	2.63062500000001	2.751125					
175440:87	thought	--n40291e was kind of interesting and, but, uh, but that, that sort, sort of thing	and every, all the other employees are going --n4028d0 to come around and see what sort of things we do --n402903. which i thought --n40291e was kind of interesting and, but, uh, but that, that sort, sort of thing.		i	sw4831_s46_29	sw4831_s46_531	0.149999999999977	1	0	0	40	3	10	1.17750000000001	1.17750000000001					
175446:25	think	you can tolerate a lot of problems if you understand what --n402c68's going on	but, if you, i think you can tolerate a lot of problems if you understand what --n402c68's going on.	conditional	i	sw4831_s49_9	sw4831_s49_509	0.189999999999998	1	0	0	44	2	12	1.92962499999999	1.92962499999999					
175454:18	think	that one of the major, uh, situations, especially when you reach, you know, the, the mid-fifties --n4034c1, wa-, is keeping a job until you retire	in the private sector i would think that one of the major, uh, situations, especially when you reach, you know, the, the mid-fifties --n4034c1, wa-, is keeping a job until you retire.		i	sw4831_s55_7	sw4831_s55_506	0.203999999999979	1	0	0.267375000000015	62	9	9	1.54874999999998	1.54874999999998					
175526:12	know	that you could call that invading of, invading my privacy	but i don't know that you could call that invading of, invading my privacy	negation	i	sw4834_s19_5	sw4834_s19_504	0.110000000000014	1	0	0	17	18	27	4.36674999999998	4.64899999999999					
175583:21	think	it was there in florida	and, and i think it was there in florida,		i	sw4834_s54_8	sw4834_s54_507	0.20999999999998	1	0	0	37	6	21	2.98762500000001	2.98762500000001					
175637:57	think	it was pretty, uh, mostly a mistake	and, uh, i guess, uh, --n400122 looking back on it, i tend --n400145 to think it was pretty, uh, mostly a mistake.		--n400145	sw4858_s2_20	sw4858_s2_519	0.19	1	0	0	5	9	14	1.9775	2.060375					
175641:56	see	it was incremental, uh, decisions. any one of which --n40034b was sort of understandable at the time	on the other hand, uh, the more i learn --n4002f0 about the history, the more i see it was incremental, uh, decisions. any one of which --n40034b was sort of understandable at the time --n40036e.		i	sw4858_s4_21	sw4858_s4_517	0.219999999999999	1	0	0	9	11	13	1.923	1.923					
175645:34	think	it, uh, probably was the wrong thing to do --n40055b	and, uh, but on the whole i think it, uh, probably was the wrong thing to do --n40055b.		i	sw4858_s6_13	sw4858_s6_510	0.172874999999998	1	0	0	13	6	8	1.29075	1.29075					
175709:12	think	you can just fight anywhere just, just in order --n402207 to, uh, call the bully out and beat him	but i don't think you can just fight anywhere just, just in order --n402207 to, uh, call the bully out and beat him.	negation	i	sw4858_s47_5	sw4858_s47_504	0.180000000000007	1	0	0	51	3	11	1.63262499999999	1.63262499999999					
